weight,peel color,flesh color,texture,size,name
176,42,41,28,80,orange
178,54,34,20,93,orange
173,43,33,23,79,orange
160,31,40,28,76,orange
176,63,30,34,83,orange
200,51,34,30,63,orange
185,82,45,34,96,orange
217,35,54,48,74,orange
215,62,31,33,66,orange
206,25,25,33,78,orange
211,84,34,49,62,orange
216,62,51,28,83,orange
172,37,32,37,63,orange
196,47,49,46,89,orange
175,59,40,29,69,orange
208,72,53,41,64,orange
210,83,30,47,61,orange
190,61,40,41,73,orange
188,50,44,23,69,orange
200,44,30,31,94,orange
167,25,34,49,83,orange
164,45,53,27,81,orange
197,25,53,21,94,orange
215,37,42,25,74,orange
199,39,24,34,99,orange
177,73,54,49,67,orange
219,89,46,29,64,orange
177,56,39,31,95,orange
167,61,25,25,86,orange
195,74,53,27,84,orange
198,65,32,45,72,orange
216,74,24,30,98,orange
177,25,45,33,71,orange
216,83,26,32,64,orange
160,88,43,26,65,orange
174,36,45,34,91,orange
219,87,27,32,75,orange
202,74,49,46,94,orange
180,40,53,21,70,orange
169,48,40,46,64,orange
182,80,54,38,63,orange
216,45,25,42,72,orange
197,30,42,35,81,orange
200,67,24,33,99,orange
207,60,47,44,94,orange
166,37,38,41,78,orange
211,79,34,36,76,orange
202,46,45,22,95,orange
160,82,36,42,81,orange
160,81,54,34,77,orange
185,42,32,27,80,orange
203,75,25,21,97,orange
169,62,44,49,73,orange
197,62,43,27,62,orange
199,84,48,36,80,orange
160,85,50,25,81,orange
210,32,35,34,77,orange
200,84,48,34,62,orange
187,86,38,32,80,orange
188,79,26,26,95,orange
195,48,32,27,70,orange
164,48,24,40,71,orange
188,38,49,22,69,orange
211,49,28,36,86,orange
205,83,27,44,79,orange
161,44,35,43,84,orange
219,62,51,39,64,orange
212,89,39,47,63,orange
175,45,38,26,90,orange
213,79,54,40,99,orange
201,49,53,48,68,orange
206,87,32,29,61,orange
175,48,39,47,97,orange
212,27,33,29,92,orange
162,72,42,39,62,orange
182,69,28,41,93,orange
206,77,49,45,68,orange
173,30,38,31,66,orange
213,68,43,34,66,orange
177,42,53,25,67,orange
203,36,27,47,71,orange
214,84,30,34,60,orange
215,29,42,41,60,orange
173,57,29,46,78,orange
199,53,34,35,60,orange
208,37,49,43,90,orange
167,88,46,31,75,orange
209,42,33,32,97,orange
203,76,49,41,63,orange
216,61,43,40,90,orange
163,59,27,47,71,orange
168,71,39,30,60,orange
196,72,42,31,80,orange
169,49,24,46,64,orange
193,56,45,33,84,orange
201,77,52,49,99,orange
193,25,28,35,79,orange
219,53,40,28,90,orange
162,34,33,29,74,orange
168,61,36,37,90,orange
215,43,39,23,81,orange
193,59,50,41,66,orange
194,62,26,28,93,orange
190,72,33,23,93,orange
170,44,40,45,87,orange
176,56,53,30,89,orange
170,87,27,28,62,orange
198,45,51,47,80,orange
186,35,35,47,78,orange
170,52,41,33,85,orange
193,33,32,27,97,orange
182,53,46,36,78,orange
212,68,45,36,86,orange
176,32,32,36,80,orange
202,68,52,44,67,orange
206,78,35,31,87,orange
160,47,28,31,93,orange
219,82,40,25,66,orange
176,53,33,31,76,orange
214,53,42,42,69,orange
203,52,46,46,90,orange
174,84,54,42,90,orange
173,32,29,30,79,orange
198,28,44,39,74,orange
169,75,45,26,87,orange
194,28,45,24,81,orange
160,63,39,35,85,orange
179,89,24,20,75,orange
219,35,43,24,91,orange
207,32,33,29,65,orange
218,72,25,36,77,orange
213,59,51,32,89,orange
165,37,48,41,73,orange
197,40,44,36,93,orange
189,69,40,20,81,orange
185,89,36,46,71,orange
178,75,45,47,88,orange
181,74,50,31,69,orange
175,43,54,20,64,orange
186,76,31,30,65,orange
207,65,34,27,86,orange
169,61,47,40,77,orange
212,57,43,29,68,orange
190,88,30,21,75,orange
177,80,35,47,82,orange
218,77,26,46,64,orange
181,55,37,41,68,orange
198,51,29,33,74,orange
182,79,53,21,78,orange
190,27,52,25,67,orange
210,44,46,27,98,orange
207,43,30,42,78,orange
173,28,25,43,85,orange
217,24,30,41,76,orange
176,71,27,46,66,orange
204,33,24,23,77,orange
194,43,48,29,98,orange
182,25,42,28,75,orange
177,61,39,33,95,orange
193,33,39,33,66,orange
203,34,53,20,93,orange
215,39,36,40,78,orange
218,60,52,32,97,orange
162,34,26,22,83,orange
213,81,42,32,79,orange
176,57,51,23,91,orange
172,71,52,47,62,orange
202,54,37,37,61,orange
190,64,28,34,76,orange
179,27,24,37,69,orange
161,27,27,39,81,orange
187,45,36,49,95,orange
174,55,49,29,99,orange
219,38,33,36,90,orange
191,69,51,41,69,orange
169,63,41,26,67,orange
179,69,54,31,94,orange
210,62,36,20,96,orange
170,66,39,30,91,orange
189,67,31,47,74,orange
198,35,30,36,73,orange
208,24,42,39,63,orange
204,44,26,38,84,orange
179,30,48,28,77,orange
195,73,24,33,87,orange
190,25,52,37,77,orange
207,61,29,45,82,orange
218,26,43,30,93,orange
212,82,41,27,75,orange
208,72,33,25,90,orange
211,70,35,44,66,orange
209,48,42,35,68,orange
205,87,36,21,78,orange
215,39,32,45,82,orange
191,32,24,41,86,orange
199,28,35,49,69,orange
213,46,28,33,93,orange
183,86,42,35,68,orange
191,86,28,27,63,orange
161,77,43,25,71,orange
177,79,39,41,72,orange
180,82,44,23,73,orange
193,72,26,27,60,orange
202,53,44,46,99,orange
173,60,31,22,80,orange
209,86,38,46,71,orange
193,27,44,33,97,orange
167,79,25,42,93,orange
187,50,40,44,64,orange
165,79,26,44,84,orange
206,56,54,41,74,orange
184,32,36,30,71,orange
197,53,43,37,92,orange
211,74,27,37,84,orange
169,87,46,48,64,orange
175,74,43,28,63,orange
190,60,43,27,98,orange
194,55,44,29,80,orange
208,51,38,43,85,orange
169,45,39,33,93,orange
191,32,38,44,65,orange
175,77,39,20,60,orange
188,76,33,39,81,orange
163,45,26,41,74,orange
173,30,38,30,92,orange
214,75,37,48,71,orange
173,31,47,37,90,orange
174,53,30,29,74,orange
189,65,44,27,97,orange
208,24,33,21,68,orange
188,77,28,23,93,orange
194,67,48,26,67,orange
215,77,27,26,67,orange
217,48,27,44,67,orange
200,55,43,27,81,orange
171,26,45,23,69,orange
216,59,26,43,76,orange
166,78,53,48,86,orange
172,82,30,33,70,orange
205,82,34,27,82,orange
212,52,37,41,91,orange
180,44,42,39,75,orange
207,45,25,41,61,orange
191,29,37,37,94,orange
171,73,52,30,97,orange
184,73,39,26,76,orange
186,82,35,24,62,orange
192,77,38,40,72,orange
190,87,26,28,87,orange
160,44,50,42,68,orange
215,55,28,23,62,orange
164,28,35,44,95,orange
180,31,48,41,97,orange
212,50,44,42,74,orange
201,76,45,44,75,orange
184,47,53,36,65,orange
164,85,30,34,62,orange
199,82,39,23,80,orange
217,47,44,31,73,orange
203,34,50,34,69,orange
161,31,41,44,93,orange
163,75,46,20,90,orange
161,48,43,26,60,orange
165,47,30,25,92,orange
174,72,42,24,60,orange
188,58,33,21,65,orange
176,76,33,36,94,orange
176,48,35,32,84,orange
191,71,31,44,65,orange
167,43,34,39,89,orange
215,65,51,27,96,orange
188,67,37,43,70,orange
176,36,33,32,93,orange
206,56,49,20,93,orange
216,45,26,41,70,orange
196,33,25,23,80,orange
219,41,24,33,79,orange
189,40,36,48,90,orange
192,29,43,42,72,orange
205,56,30,30,95,orange
196,27,41,45,63,orange
181,44,46,29,92,orange
205,64,48,35,68,orange
188,67,26,48,66,orange
191,54,36,25,70,orange
176,68,34,28,86,orange
202,72,28,20,70,orange
179,29,43,49,99,orange
209,61,45,25,82,orange
167,38,54,39,79,orange
203,88,25,21,72,orange
207,27,33,47,65,orange
174,76,47,45,76,orange
183,64,30,28,88,orange
175,45,25,20,83,orange
196,46,47,36,63,orange
199,31,48,28,64,orange
208,27,42,48,70,orange
176,64,40,45,71,orange
210,60,30,43,71,orange
175,88,26,34,92,orange
208,65,27,32,79,orange
183,45,51,26,60,orange
193,51,38,27,81,orange
191,27,44,21,92,orange
186,45,53,44,78,orange
215,58,32,24,70,orange
202,45,36,42,80,orange
208,68,54,35,74,orange
194,64,24,30,99,orange
196,64,25,23,72,orange
177,51,49,24,70,orange
185,53,47,38,80,orange
210,49,27,47,96,orange
193,43,42,21,89,orange
205,33,33,42,82,orange
179,34,35,34,68,orange
162,74,35,41,84,orange
172,74,48,26,82,orange
201,48,33,20,89,orange
205,71,52,46,74,orange
175,78,25,34,89,orange
180,87,29,34,89,orange
213,74,31,43,92,orange
217,65,54,24,85,orange
209,31,27,29,71,orange
191,83,43,44,82,orange
184,89,42,22,97,orange
173,68,26,22,63,orange
181,64,29,41,78,orange
211,80,50,29,65,orange
178,42,32,45,67,orange
187,63,43,48,62,orange
180,42,34,27,62,orange
171,67,41,29,76,orange
194,84,28,37,80,orange
164,54,35,41,66,orange
212,61,52,40,96,orange
211,26,34,32,63,orange
176,52,41,38,76,orange
201,51,50,22,86,orange
180,88,26,30,98,orange
175,82,46,21,74,orange
181,63,52,47,91,orange
160,50,24,37,82,orange
210,59,27,38,72,orange
160,88,32,24,65,orange
162,32,54,34,96,orange
200,80,34,26,61,orange
185,81,27,48,64,orange
186,89,52,32,89,orange
200,32,31,24,69,orange
168,56,32,37,71,orange
209,48,40,33,62,orange
176,31,34,36,85,orange
215,28,24,45,63,orange
176,29,41,27,94,orange
218,39,33,47,90,orange
215,76,45,34,92,orange
206,71,53,43,64,orange
189,48,43,48,70,orange
209,30,46,31,65,orange
196,57,37,34,83,orange
190,78,31,46,71,orange
193,53,46,21,66,orange
163,37,35,32,73,orange
206,55,39,30,78,orange
212,32,27,44,85,orange
204,74,41,31,82,orange
165,29,41,48,84,orange
192,62,27,48,60,orange
160,26,36,24,75,orange
210,53,36,27,71,orange
204,33,35,27,79,orange
207,72,49,25,64,orange
179,64,35,23,90,orange
190,89,44,26,67,orange
215,69,53,30,78,orange
164,76,41,40,75,orange
204,53,53,24,98,orange
209,86,30,35,98,orange
164,72,33,45,69,orange
206,89,43,25,86,orange
214,48,29,40,69,orange
212,76,49,41,74,orange
173,67,46,35,75,orange
169,49,29,34,74,orange
208,28,36,35,75,orange
204,46,43,42,73,orange
192,40,37,46,94,orange
207,86,36,20,87,orange
204,35,30,40,96,orange
200,30,51,38,77,orange
174,86,49,36,83,orange
203,56,42,33,81,orange
168,47,41,25,83,orange
193,52,42,37,88,orange
219,83,40,30,76,orange
186,32,43,28,74,orange
213,80,54,42,66,orange
193,39,39,32,72,orange
179,46,53,21,69,orange
214,49,43,41,82,orange
178,82,51,28,87,orange
199,68,24,47,75,orange
206,44,43,22,62,orange
166,88,27,32,97,orange
166,29,44,32,92,orange
175,54,45,42,82,orange
176,51,38,37,76,orange
179,40,24,33,85,orange
203,34,28,41,81,orange
214,55,24,32,91,orange
177,68,29,29,78,orange
186,50,36,31,80,orange
213,72,25,46,71,orange
209,40,45,40,90,orange
207,26,27,35,90,orange
211,53,49,28,63,orange
160,56,53,24,65,orange
207,56,48,36,78,orange
209,47,31,29,83,orange
168,29,36,46,93,orange
170,89,52,48,82,orange
199,56,37,27,85,orange
200,76,29,32,90,orange
163,56,43,44,98,orange
166,84,25,32,95,orange
216,72,32,29,67,orange
196,50,27,37,73,orange
208,89,33,35,70,orange
207,26,52,46,69,orange
216,68,30,41,97,orange
173,64,30,41,76,orange
180,54,49,29,77,orange
202,50,48,34,82,orange
164,50,35,38,95,orange
174,66,48,21,77,orange
183,71,34,46,94,orange
180,57,40,28,85,orange
212,25,47,33,93,orange
197,39,39,21,64,orange
164,60,49,30,89,orange
177,40,31,32,75,orange
179,51,41,36,84,orange
209,84,26,30,96,orange
217,74,30,23,97,orange
172,24,54,39,70,orange
173,71,53,40,70,orange
219,87,37,42,71,orange
182,87,38,31,84,orange
209,37,50,41,89,orange
193,59,24,28,91,orange
201,43,33,24,95,orange
201,53,31,48,62,orange
162,59,33,35,87,orange
167,35,43,28,91,orange
196,43,27,36,64,orange
169,57,47,22,76,orange
195,33,45,39,60,orange
211,70,29,21,97,orange
163,70,43,23,75,orange
176,84,50,41,66,orange
167,85,48,41,61,orange
202,44,52,39,98,orange
204,69,30,48,92,orange
218,32,54,21,90,orange
180,86,42,20,70,orange
197,57,48,27,79,orange
161,35,54,39,77,orange
213,40,36,38,97,orange
175,82,29,37,61,orange
204,72,51,38,88,orange
217,30,32,42,62,orange
203,58,35,23,95,orange
163,37,30,38,79,orange
190,84,32,40,82,orange
207,56,31,32,93,orange
176,53,32,35,78,orange
197,35,44,27,63,orange
219,57,24,34,83,orange
217,29,51,35,65,orange
188,32,31,29,86,orange
166,76,28,43,89,orange
185,76,40,35,62,orange
214,69,44,25,85,orange
200,37,54,28,74,orange
179,69,33,42,67,orange
176,25,45,24,74,orange
200,56,45,26,74,orange
201,50,38,36,87,orange
209,58,40,36,62,orange
175,77,41,46,66,orange
213,55,26,36,97,orange
172,32,53,34,68,orange
212,36,36,47,97,orange
215,85,36,33,66,orange
179,49,38,29,62,orange
194,39,45,48,65,orange
194,79,36,38,88,orange
163,80,41,30,99,orange
190,76,52,35,60,orange
200,63,27,34,68,orange
166,74,43,28,60,orange
190,32,24,37,76,orange
217,38,48,46,64,orange
160,31,48,44,71,orange
217,24,41,23,71,orange
176,40,36,46,75,orange
165,36,50,27,93,orange
193,68,53,37,82,orange
163,77,24,48,86,orange
201,65,50,30,98,orange
160,37,52,49,61,orange
215,50,28,44,97,orange
192,78,48,31,68,orange
181,40,25,27,83,orange
174,83,34,29,87,orange
200,71,34,35,64,orange
218,88,46,34,89,orange
180,45,32,36,70,orange
186,88,33,40,64,orange
160,26,49,29,96,orange
213,35,27,44,93,orange
187,63,38,46,81,orange
197,28,25,24,91,orange
215,33,36,37,91,orange
201,40,31,46,90,orange
163,70,43,21,98,orange
177,59,28,40,64,orange
183,25,45,32,94,orange
218,35,25,40,86,orange
210,49,39,25,88,orange
219,87,36,42,81,orange
217,56,53,49,68,orange
203,85,41,29,94,orange
202,44,42,44,63,orange
204,30,51,38,72,orange
172,51,52,28,97,orange
186,46,39,24,65,orange
160,76,47,21,97,orange
190,43,39,39,65,orange
207,70,32,37,90,orange
210,24,44,43,97,orange
191,49,43,34,86,orange
176,80,48,29,89,orange
204,59,24,49,60,orange
190,86,26,42,78,orange
161,25,50,45,83,orange
216,28,24,36,96,orange
200,68,44,31,82,orange
171,50,38,27,93,orange
191,74,42,45,86,orange
207,65,34,21,65,orange
194,68,39,30,91,orange
171,43,48,22,68,orange
216,25,53,28,69,orange
186,76,42,20,94,orange
202,34,53,45,82,orange
211,31,27,35,94,orange
215,58,39,33,62,orange
170,25,52,35,64,orange
160,48,34,41,77,orange
201,61,29,32,73,orange
206,74,45,27,75,orange
167,49,34,41,81,orange
204,32,43,20,85,orange
165,25,37,45,96,orange
162,41,29,21,80,orange
191,83,40,42,91,orange
173,48,26,23,68,orange
166,28,44,43,99,orange
181,58,49,31,97,orange
204,66,32,45,60,orange
172,54,49,23,84,orange
200,28,33,38,74,orange
190,67,32,24,91,orange
176,87,31,39,80,orange
209,82,33,34,73,orange
203,83,41,33,90,orange
202,58,44,28,82,orange
172,77,49,22,64,orange
169,84,37,34,99,orange
169,88,52,38,95,orange
175,36,29,31,93,orange
170,61,43,27,88,orange
202,65,32,26,95,orange
164,27,45,37,94,orange
207,31,50,27,88,orange
166,53,52,34,99,orange
210,29,39,29,86,orange
209,86,30,40,84,orange
172,60,49,31,78,orange
193,53,38,33,85,orange
207,83,52,40,96,orange
208,87,46,33,94,orange
164,66,53,36,96,orange
198,75,34,48,93,orange
194,64,40,41,83,orange
199,64,51,40,90,orange
171,25,44,27,66,orange
169,51,52,48,78,orange
185,51,35,49,82,orange
204,86,31,48,72,orange
173,28,33,47,98,orange
162,46,45,37,91,orange
213,28,27,26,60,orange
199,70,45,46,86,orange
165,76,25,48,66,orange
167,73,39,41,75,orange
207,64,43,36,72,orange
177,71,26,44,81,orange
211,33,39,22,71,orange
196,53,43,45,64,orange
206,78,51,46,76,orange
198,65,31,26,67,orange
211,80,30,47,68,orange
163,27,52,45,79,orange
162,32,47,49,60,orange
160,29,44,25,64,orange
214,45,48,45,97,orange
183,51,35,38,84,orange
195,61,45,21,87,orange
163,70,24,47,70,orange
189,65,54,34,92,orange
163,37,42,25,62,orange
174,88,47,37,77,orange
195,28,28,34,91,orange
209,58,26,47,63,orange
165,71,36,25,98,orange
196,34,42,31,82,orange
186,66,32,26,62,orange
181,64,29,29,78,orange
198,76,51,26,95,orange
160,78,35,31,91,orange
203,61,37,39,72,orange
172,35,26,30,87,orange
211,26,34,23,75,orange
165,72,26,30,80,orange
206,65,35,31,79,orange
194,80,45,27,65,orange
216,53,43,22,73,orange
219,55,44,38,88,orange
192,78,48,36,69,orange
209,61,32,45,69,orange
182,84,47,46,74,orange
183,55,42,38,84,orange
218,50,33,25,73,orange
179,39,30,28,80,orange
192,58,53,49,63,orange
207,81,45,31,60,orange
185,35,28,32,77,orange
183,35,39,37,89,orange
183,54,54,34,83,orange
193,39,38,31,72,orange
168,65,50,41,73,orange
212,55,44,46,85,orange
198,48,47,26,60,orange
163,36,46,22,69,orange
218,50,34,33,68,orange
195,85,28,40,79,orange
177,62,36,47,69,orange
183,64,50,21,98,orange
206,35,31,34,85,orange
210,67,39,23,95,orange
167,40,43,29,81,orange
217,26,30,42,88,orange
166,51,37,33,95,orange
185,24,24,32,86,orange
176,77,41,47,89,orange
167,55,46,22,87,orange
203,84,47,37,71,orange
169,87,53,32,68,orange
214,72,25,21,87,orange
172,59,30,42,89,orange
168,73,51,27,71,orange
218,33,48,30,88,orange
175,32,34,36,93,orange
191,64,31,28,77,orange
164,62,41,37,98,orange
164,42,29,29,76,orange
181,42,32,28,87,orange
206,62,49,28,94,orange
207,24,51,34,65,orange
204,40,31,46,78,orange
179,75,43,44,86,orange
198,37,39,38,60,orange
162,35,34,44,88,orange
170,70,52,40,77,orange
203,55,50,49,87,orange
168,80,51,20,88,orange
172,31,38,33,91,orange
212,28,32,31,86,orange
189,47,42,46,64,orange
167,71,24,36,89,orange
189,63,49,26,79,orange
203,41,41,43,74,orange
171,35,30,33,78,orange
184,57,39,29,75,orange
174,41,38,26,81,orange
183,79,26,41,75,orange
160,28,29,29,91,orange
219,32,42,22,84,orange
165,51,28,43,80,orange
197,74,36,49,68,orange
181,76,46,28,77,orange
160,62,25,31,71,orange
162,54,48,27,64,orange
218,32,45,39,60,orange
161,40,30,32,95,orange
165,56,28,31,60,orange
170,39,41,47,76,orange
161,28,30,29,60,orange
206,75,30,44,75,orange
217,82,32,26,92,orange
185,42,41,23,65,orange
176,35,50,20,69,orange
214,30,41,39,78,orange
188,59,27,23,92,orange
216,32,37,36,88,orange
161,34,31,24,91,orange
195,58,31,25,92,orange
213,31,45,39,96,orange
175,78,40,41,95,orange
211,37,50,49,91,orange
179,29,31,42,62,orange
219,30,30,45,78,orange
165,81,33,21,80,orange
179,59,28,41,69,orange
216,34,44,24,63,orange
208,46,26,46,78,orange
213,42,28,46,95,orange
172,49,41,21,91,orange
208,72,32,20,72,orange
193,42,37,42,64,orange
164,37,29,30,76,orange
174,78,47,37,95,orange
177,62,38,45,75,orange
211,37,32,47,71,orange
177,61,31,45,79,orange
192,72,50,46,80,orange
216,63,39,44,82,orange
169,64,40,37,91,orange
181,78,25,41,78,orange
208,39,40,25,60,orange
177,37,52,48,65,orange
164,56,35,36,90,orange
174,68,54,33,70,orange
165,71,34,41,84,orange
169,77,44,42,61,orange
186,54,38,24,69,orange
173,46,42,40,77,orange
216,31,27,41,69,orange
163,64,53,21,89,orange
201,68,39,23,79,orange
205,79,44,35,79,orange
185,69,52,28,85,orange
163,46,34,43,69,orange
177,65,43,26,78,orange
219,77,42,32,79,orange
215,76,46,29,87,orange
172,54,45,46,82,orange
160,32,32,44,64,orange
177,50,46,25,65,orange
210,77,48,26,97,orange
211,47,29,28,77,orange
182,62,53,49,64,orange
172,58,28,33,82,orange
184,59,54,25,63,orange
211,32,39,48,88,orange
173,45,44,40,79,orange
206,41,51,37,63,orange
165,77,38,39,66,orange
191,27,31,46,97,orange
206,37,52,46,79,orange
172,68,30,24,76,orange
172,55,36,39,86,orange
214,46,49,20,93,orange
218,69,51,20,73,orange
189,70,30,31,74,orange
192,85,41,46,84,orange
196,89,32,44,91,orange
195,73,52,44,61,orange
181,78,25,26,88,orange
198,82,42,34,69,orange
167,36,35,28,71,orange
185,82,47,49,90,orange
204,29,49,49,64,orange
199,39,35,42,82,orange
186,44,46,25,79,orange
218,31,30,41,96,orange
168,52,28,36,96,orange
190,76,39,21,93,orange
201,50,25,21,69,orange
189,58,45,40,68,orange
163,71,54,32,98,orange
171,79,32,25,84,orange
213,30,24,29,99,orange
189,46,52,28,86,orange
190,74,52,46,99,orange
167,38,28,34,98,orange
160,25,47,47,91,orange
194,65,50,47,77,orange
176,71,44,30,68,orange
196,77,40,43,93,orange
201,42,37,37,62,orange
200,75,29,21,78,orange
161,88,29,43,63,orange
201,45,28,32,72,orange
197,66,24,39,70,orange
187,46,43,46,77,orange
191,43,50,29,73,orange
190,32,39,47,78,orange
183,89,37,48,67,orange
176,33,35,29,61,orange
200,54,29,49,75,orange
175,51,46,26,82,orange
200,30,52,47,81,orange
189,79,28,49,60,orange
196,39,28,37,85,orange
175,72,47,38,73,orange
164,25,33,47,73,orange
186,31,54,43,86,orange
177,44,41,33,85,orange
206,74,31,44,65,orange
160,51,51,34,81,orange
215,29,29,41,91,orange
216,34,34,36,86,orange
218,84,32,35,77,orange
188,73,48,44,91,orange
199,87,43,48,76,orange
209,77,31,29,66,orange
207,53,49,22,76,orange
208,28,40,23,90,orange
168,45,30,30,70,orange
219,50,44,20,86,orange
173,68,53,27,70,orange
187,40,38,25,71,orange
168,29,32,30,60,orange
163,40,32,44,68,orange
202,53,39,34,72,orange
209,41,36,35,60,orange
184,75,37,26,91,orange
162,41,46,49,76,orange
206,50,34,28,69,orange
187,86,38,32,76,orange
198,70,24,35,91,orange
217,37,49,47,93,orange
188,43,31,30,74,orange
183,33,53,32,70,orange
196,54,26,46,88,orange
193,66,28,21,62,orange
174,57,53,29,78,orange
202,81,30,41,61,orange
185,49,49,24,81,orange
210,53,39,38,76,orange
170,41,48,29,93,orange
209,57,40,27,65,orange
168,32,41,35,62,orange
216,62,38,44,96,orange
217,30,26,28,63,orange
212,88,30,45,80,orange
213,27,31,27,76,orange
203,66,51,35,63,orange
202,39,44,46,82,orange
181,24,28,33,96,orange
218,48,25,44,92,orange
172,67,26,43,60,orange
212,77,33,24,82,orange
163,60,51,24,92,orange
174,68,34,49,94,orange
181,41,25,43,68,orange
214,32,27,38,82,orange
175,40,42,49,72,orange
205,79,31,26,77,orange
213,38,53,30,86,orange
180,43,45,42,97,orange
160,29,54,20,71,orange
215,53,26,24,85,orange
196,24,34,44,62,orange
195,74,24,25,78,orange
182,28,27,40,64,orange
203,43,33,43,83,orange
217,50,28,31,81,orange
186,44,49,45,70,orange
210,85,48,36,70,orange
188,64,37,27,62,orange
208,26,53,32,88,orange
170,81,51,43,60,orange
219,68,45,39,68,orange
195,47,46,34,70,orange
191,70,43,40,67,orange
216,24,32,29,90,orange
174,56,39,20,79,orange
165,25,51,30,76,orange
190,25,44,38,72,orange
160,63,41,26,81,orange
177,50,40,48,71,orange
193,84,53,23,67,orange
211,29,42,35,62,orange
191,55,50,36,72,orange
210,77,24,33,90,orange
185,61,47,25,89,orange
166,44,33,41,68,orange
189,47,53,48,93,orange
213,25,54,41,99,orange
167,63,44,44,88,orange
198,34,28,33,85,orange
179,47,27,33,99,orange
184,38,36,49,81,orange
161,75,47,46,62,orange
207,52,33,40,97,orange
179,78,36,34,78,orange
201,81,44,34,66,orange
179,59,52,28,74,orange
219,73,48,22,75,orange
207,32,53,33,96,orange
208,68,48,42,98,orange
181,75,44,40,79,orange
198,60,41,25,75,orange
182,61,24,20,81,orange
214,83,36,28,83,orange
173,34,28,29,79,orange
219,76,29,34,72,orange
212,56,54,40,60,orange
184,83,35,42,63,orange
1159,44,62,61,283,pineapple
944,43,44,82,331,pineapple
1135,85,59,74,302,pineapple
991,70,46,70,255,pineapple
1197,54,37,69,350,pineapple
945,47,59,77,252,pineapple
1019,64,53,75,217,pineapple
1024,85,52,66,364,pineapple
1120,52,41,63,230,pineapple
1000,27,58,83,266,pineapple
1131,48,60,80,252,pineapple
1097,24,46,70,247,pineapple
1198,43,58,70,261,pineapple
971,37,45,60,270,pineapple
911,41,63,77,261,pineapple
1067,47,64,72,220,pineapple
969,81,42,80,250,pineapple
1078,37,63,61,224,pineapple
1090,29,35,83,220,pineapple
1051,31,64,78,259,pineapple
1118,36,36,60,285,pineapple
1036,26,59,84,329,pineapple
1058,63,56,68,355,pineapple
1004,54,46,84,222,pineapple
948,59,45,73,338,pineapple
961,65,43,61,390,pineapple
1107,26,64,67,246,pineapple
1009,49,60,65,346,pineapple
1180,21,48,66,323,pineapple
1064,24,51,60,393,pineapple
1161,80,57,80,325,pineapple
995,32,58,84,224,pineapple
1016,59,42,74,249,pineapple
1125,47,45,67,262,pineapple
1078,40,58,68,390,pineapple
1112,53,50,84,274,pineapple
1178,82,41,73,329,pineapple
1193,87,61,77,250,pineapple
1042,26,60,84,311,pineapple
1097,87,37,75,318,pineapple
972,72,44,66,308,pineapple
1114,24,51,65,200,pineapple
925,51,57,82,232,pineapple
1099,83,58,71,340,pineapple
1009,23,50,68,299,pineapple
1095,21,35,75,285,pineapple
1021,79,40,64,283,pineapple
927,70,42,72,334,pineapple
1004,20,64,72,370,pineapple
1091,82,54,62,308,pineapple
1082,45,47,83,250,pineapple
1143,34,64,73,341,pineapple
914,44,39,76,364,pineapple
1034,32,56,75,310,pineapple
971,51,40,76,328,pineapple
1065,24,42,65,309,pineapple
1174,31,39,83,305,pineapple
941,33,49,81,314,pineapple
912,58,60,68,239,pineapple
929,67,48,63,376,pineapple
1125,47,35,75,355,pineapple
1198,62,42,73,349,pineapple
902,86,51,66,348,pineapple
950,24,52,74,392,pineapple
1112,21,36,70,235,pineapple
1138,44,47,66,343,pineapple
1036,61,40,75,391,pineapple
1073,63,64,60,291,pineapple
1009,29,45,78,230,pineapple
936,39,56,72,295,pineapple
904,29,47,74,242,pineapple
1072,25,57,78,351,pineapple
1154,64,49,76,347,pineapple
925,51,61,83,299,pineapple
940,84,59,71,228,pineapple
928,74,38,70,295,pineapple
1099,55,54,83,223,pineapple
965,81,39,82,286,pineapple
1057,85,51,78,268,pineapple
1181,39,64,76,285,pineapple
1068,51,43,60,289,pineapple
1037,36,62,76,289,pineapple
1008,39,46,82,389,pineapple
971,49,63,79,363,pineapple
1175,33,53,69,392,pineapple
1184,74,48,67,279,pineapple
1013,44,64,68,365,pineapple
942,23,56,69,231,pineapple
980,89,62,77,282,pineapple
1053,61,45,61,363,pineapple
960,47,49,64,370,pineapple
1040,49,43,77,338,pineapple
1109,86,50,67,301,pineapple
1156,75,45,84,354,pineapple
1103,80,62,71,392,pineapple
1090,52,39,79,265,pineapple
972,56,64,75,338,pineapple
961,71,44,64,283,pineapple
1044,65,45,67,350,pineapple
1068,51,48,78,313,pineapple
1003,20,49,82,390,pineapple
902,49,44,84,209,pineapple
1194,36,53,81,336,pineapple
978,37,58,60,352,pineapple
1165,24,63,79,204,pineapple
981,55,61,79,329,pineapple
1152,49,56,81,310,pineapple
1132,61,42,74,366,pineapple
1002,63,51,66,211,pineapple
920,73,55,68,352,pineapple
991,42,38,63,212,pineapple
986,77,45,81,244,pineapple
926,30,38,74,301,pineapple
1014,44,64,72,275,pineapple
1000,84,62,78,273,pineapple
1070,56,38,84,329,pineapple
980,44,55,62,349,pineapple
912,52,53,76,394,pineapple
1166,69,63,63,349,pineapple
1120,25,50,71,272,pineapple
997,85,47,68,318,pineapple
980,38,47,62,249,pineapple
975,27,56,60,397,pineapple
1134,37,61,80,267,pineapple
